,pred
256,925501.2880536981
257,307729.5489617916
258,450561.34510181163
259,1023755.2600994399
260,602322.1640250043
261,574646.0204284086
262,309847.6742416405
263,419007.70576030144
264,924349.3073632186
265,380383.12721042964
266,2157136.2900570733
267,885917.0635072757
268,541084.1250509754
269,735498.4808261134
270,767079.3247791642
271,684744.5634488624
272,354977.87681751885
273,692884.7909454305
274,491915.2586634809
275,340189.757359141
276,516001.1664822483
277,464006.31587772374
278,151070.5825851853
279,407359.41310759354
280,528871.468268129
281,637058.4280413169
282,1165938.8793090875
283,941965.2667663184
284,273821.116256775
285,249266.09973165664
286,741497.5696538844
287,467850.3700909726
288,1301320.4772697235
289,287134.80815143464
290,650929.4814829265
291,584700.5576500722
292,821153.7491141005
293,749029.4248720696
294,623853.7618592002
295,852828.3175093197
296,352249.96076486725
297,333647.95839746244
298,663383.0019574999
299,2084454.7294151837
300,368577.5342598268
301,930955.0571402948
302,471936.6389030222
303,1241217.745551705
304,427329.51206131815
305,805591.5856798557
306,974371.0720916154
307,759819.7218324415
308,745121.9929231864
309,483573.4007656644
310,1013220.6694235674
311,299476.1577243704
312,829527.9052947124
313,777791.228509053
314,904441.4285894209
315,2084706.529080283
316,1025692.5230641365
317,744587.2407734401
318,442578.16620968824
319,671531.147743229
320,436225.4270910855
321,398118.4488937629
322,325895.3125279285
323,254158.2271492079
324,564796.1672178503
325,284887.71246360557
326,726408.6960324049
327,1078851.2525546057
328,417527.7793224071
329,1253511.0006128538
330,930771.1902540297
331,576656.0674975569
332,615648.2469315224
333,2257016.2010640083
334,728740.6655829287
335,443916.07196888665
336,978687.065488598
337,787612.06340923
338,867901.5030581784
339,372745.8468180807
340,313083.64210850885
341,1402180.6240331668
342,706246.6694598505
343,552322.4191912411
344,429104.87672850274
345,535102.4456783533
346,847705.2072740274
347,466082.51817567967
348,373389.6916186491
349,451355.7823497652
350,679138.395954205
351,410273.3235340753
352,734074.5420109585
353,599079.8031609483
354,353587.7743139843
355,286506.9336434887
356,431759.9036560695
357,228350.62940979403
358,2321978.8499665055
359,376770.52331191965
360,713996.5632702803
361,629381.4939531817
362,480339.9917472898
363,674370.206624314
364,651258.0377009754
365,1419268.6040932753
366,1054235.6782455354
367,1193179.7667120418
368,681114.4021527426
369,951750.7314085799
370,374409.2840937502
371,606348.0584647403
372,1063977.9753297898
373,258973.4883346215
374,756796.7840819409
375,377196.7241396969
376,266180.0411489637
377,659009.6852478468
378,139814.13215940978
379,609874.5665557237
380,263385.455224668
381,612559.1643170473
382,442174.74857461464
383,948964.5779632322
384,1798585.471256169
385,810852.723681496
386,696802.1322210121
387,2362913.9199986896
388,224871.6916758395
389,313040.0504206818
390,543705.6353507981
391,971758.4029575255
392,273805.51426597626
393,235352.32600011546
394,334578.53823184164
395,1653701.6769722684
396,275960.5398081782
397,182215.8049729087
398,472324.4887519052
399,323062.9811697986
400,354849.5940797486
401,705419.5904884038
402,849837.4169465262
403,610486.5430031015
404,427750.1690129653
405,1055371.2958519086
406,2003843.2189736043
407,1081437.4032027218
408,508271.06437181745
409,483822.3233386642
410,713904.5692966656
411,1340885.6511926726
412,529276.1644329928
413,861396.1240040166
414,724332.2675059572
415,1086703.3831546628
416,558032.8880692254
417,1334533.9215453477
418,1264081.3849646868
419,824495.3582474869
420,724049.9974748857
421,1611155.681113905
422,298744.3168126381
423,828797.5296732757
424,1018254.7801856024
425,657401.9491530276
426,1214468.6049747064
427,516136.2399685548
428,1036276.160085058
429,701314.6612237777
430,1058125.334894607
431,382708.6316889828
432,757727.7558075996
433,257007.99041206454
434,1695564.2226244858
435,450180.4028136942
436,726009.2989418255
437,850179.9713029591
438,432719.1178429746
439,857692.7142137295
440,195567.02977804272
441,180316.8462337139
442,421530.1384910886
443,400426.118691775
444,1269365.1574532872
445,159204.24744255026
446,293535.9155641496
447,638955.4355779643
448,298142.92431160156
449,718326.3692656946
450,2600807.553509896
451,1088908.1336212282
452,163129.62326059636
453,805300.0845146573
454,548466.4166062056
455,444563.1777847846
456,709976.0146090001
457,439080.33133230486
458,601387.5067615692
459,371140.57340924983
460,765017.3977612909
461,1069399.7704195152
462,834718.7946038945
463,527487.0382806207
464,302153.4295004315
465,349964.834790054
466,837568.7903980654
467,665128.5077493825
468,399973.5820385026
469,404748.0235018279
470,556589.0583703981
471,530891.575187586
472,335946.5437758322
473,693105.1744697852
474,505122.44224252744
475,1088580.3132059968
476,505359.4204898425
477,261915.60348850195
478,208272.21503668834
479,412077.0983929972
480,1804293.3341719997
481,692100.3904968199
482,351070.56644327997
483,1103532.743001095
484,999891.6688472708
485,146213.0144402325
486,1120111.6096040448
487,1022708.2496711831
488,315787.32365161856
489,1176985.2351945639
490,492365.73974043544
491,833623.9832610396
492,1624712.1088587027
493,805629.7316451166
494,846869.1110200303
495,771380.4829375774
496,490031.8206312774
497,991066.7200702192
498,347126.69004157657
499,402007.4434695486
500,265257.17017983395
501,1269554.0445967522
502,1431012.1441244374
503,402132.23997658235
504,1208627.8854262277
505,407085.07631861616
506,154190.27949754064
507,693522.9225822742
508,391574.0773525286
509,601957.0438357415
510,138728.34804010816
511,385883.22253311053
512,740817.2337678428
513,755751.8150501199
514,536718.1340514604
515,991241.8006608195
516,632156.6983191746
517,252059.19221928544
518,332922.71031999466
519,396628.6620120638
520,360407.5508925598
521,202214.77742538857
522,782196.7448311616
523,165335.74850201767
524,656565.7846183445
525,991891.2751625535
526,331138.61822639056
527,1268604.7602183654
528,451641.8840371199
529,448742.91496948624
530,726397.080047453
531,275960.5398081782
532,667737.068864176
533,423289.6172363418
534,248276.48636556487
535,318978.69108550897
536,698475.097987261
537,1048993.9812668583
538,996334.2343073366
539,505287.3253979836
540,435380.6563905399
541,1286836.4407906057
542,674966.4096102262
543,397201.93292905635
544,835492.0591647612
545,1944557.935237319
546,448403.7406028325
547,627527.2057773678
548,822196.9215306431
549,872574.0508213411
550,683512.9477886457
551,480658.62807662046
552,1544649.7350711825
553,898135.9267783789
554,410139.0289639321
555,1236697.7109223662
556,457087.5669832921
557,516640.5580933911
558,268977.3223432757
559,415106.68924033816
560,163292.16241418154
561,840855.1456423192
562,400753.9600256492
563,750861.4584417092
564,540317.0135779645
565,1434654.2182216365
566,176460.57888477412
567,445258.3972099283
568,471120.8333075648
569,615617.2553460391
570,419247.3221422235
571,404940.9660592724
572,214183.88406932232
573,853664.4138250402
574,367661.76629841013
575,273374.38479348976
576,584302.0421582985
577,371756.6820755634
578,533558.8457181673
579,1555272.3218425373
580,293686.04179745674
581,1504557.1820991084
582,2000151.003672021
583,391574.0773525286
584,663160.4272356814
585,671531.147743229
586,488683.4004286734
587,448498.9615179831
588,452394.79237355274
589,487513.45062997245
590,1836936.6386779973
591,1416630.8292578566
592,668766.0569204603
593,410982.014625703
594,419896.9689122729
595,269994.35540325334
596,459514.37734429725
597,1208139.4650061305
598,749488.1950896926
599,865325.7074181221
600,591490.725953788
601,1311040.0866601665
602,1038617.5762159593
603,1053521.1370170736
604,626919.8416012008
605,798915.0780739514
606,665415.3254731699
607,613580.1922887991
608,605418.8855910187
609,1137822.6344558531
610,796480.6315187489
611,1088601.6915693402
612,638170.8184694434
613,158500.6674240975
614,1023302.7281363016
615,756072.9071015297
616,415197.9042962267
617,234230.16083613355
618,391594.0843979802
619,1057641.8913008154
620,669347.203101508
621,257806.4013632516
622,1185172.8128640559
623,1347751.2313492878
624,294304.1066648327
625,527559.4812381094
626,1133974.1776972425
627,819151.1102805898
628,618170.151793384
629,1018003.5271050215
630,316081.01908018475
631,466380.4784840961
632,1214368.2386701524
633,380050.7827936223
634,775332.6160669669
635,1362594.7667015616
636,866645.8332750605
637,2014206.0316136053
638,654273.1263682919
639,1004935.4680225269
640,443159.6623754907
641,402562.85113735625
642,629018.3883373591
643,825028.4545794679
644,216386.83004726036
645,549063.0237702819
646,242833.30881795703
647,714576.4347245218
648,669988.4709292257
649,443695.1082435591
650,528538.9250904561
651,692694.5455264283
652,692562.2568629258
653,769813.8066100817
654,356963.9259657373
655,443357.8617153785
656,562548.2734974151
657,964852.3404521473
658,320199.6701284963
659,324035.123257241
660,631946.2088227165
661,735308.6147415978
662,717345.291836366
663,612262.2292821473
664,335420.8467343075
665,146497.86983339465
666,1044841.1807878414
667,1196071.8758566887
668,1956124.5692832526
669,2155999.749517096
670,166601.0380348375
671,1029760.0823560916
672,1028396.1380078722
673,394490.62195509736
674,470992.9902433499
675,359019.2895918274
676,1533759.9993429824
677,264093.38654654886
678,142709.80261425095
679,216325.08378541516
680,820948.2815477411
681,750560.9552393743
682,438163.9866663093
683,279245.1908608797
684,329195.67761459644
685,410293.9958077623
686,400078.14018681226
687,441020.93462007184
688,167189.695723545
689,885724.8902178719
690,655823.1185710627
691,693556.3144367062
692,1149621.3316381243
693,831810.1069131126
694,690230.2225271219
695,1291719.558718452
696,1167065.129994324
697,1711613.7042445014
698,720085.9923851327
699,1010133.854736945
700,1041229.113304556
701,1858540.3162583064
702,200142.4901338688
703,405460.44296441745
704,178879.03392767467
705,560921.7724564855
706,825863.6115136705
707,347986.7465870546
708,486297.72351845895
709,386592.077388362
710,960645.6791048418
711,406373.67887364974
712,816472.6957848321
713,223907.31482108982
714,753689.7425946172
715,401511.03918061114
716,246429.8575965553
717,1563523.486492098
718,805589.4188590386
719,489165.33758632164
720,223147.87006032883
721,685836.972410255
722,840899.5335121952
723,2431629.8963245726
724,226325.0588983712
725,1050944.9637201466
726,580192.9097850192
727,355730.11931428267
728,640820.3299387058
729,600141.7243809251
730,409420.15130868764
731,410754.0564742875
732,927712.1352694818
733,219279.302850066
734,525016.3470671847
735,349316.7908110367
736,1354729.915380771
737,236235.20989887274
738,684742.5049926866
739,719945.147015189
740,729362.6857092486
741,1246995.1282315024
742,573524.5864649599
743,641217.4315612008
744,1916060.8766710404
745,604689.0366687947
746,437013.473485713
747,2443881.031798826
748,410373.9061029304
749,1362594.7667015616
750,480353.9757876123
751,618881.2714793043
752,1348518.927592739
753,275555.58416236
754,1045227.2946897806
755,467850.3700909726
756,451692.22801493865
757,486566.5332869952
758,462504.2216174761
759,1450189.6741245424
760,557184.3195852109
761,2126091.50881771
762,1588854.501671327
763,1304869.5530301917
764,519757.18399705476
765,412422.0729546188
766,423399.8601783563
767,822620.8054607275
768,533366.718530374
769,860770.1221491328
770,323801.95219817123
771,391050.2468405205
772,429762.43140794116
773,402574.7122649132
774,713904.5692966656
775,976323.4752904308
776,1151158.028140576
777,427796.34744559
778,1442874.9974148935
779,562850.5141809011
780,1255169.0361013613
781,570386.034053519
782,232717.58514425668
783,169678.5085060707
784,355046.25030690234
785,711691.9558766412
786,287138.7975325979
787,257371.1624596433
788,832822.9663610472
789,354180.2112339886
790,593975.6702646723
791,1311290.6802718074
792,281690.4669717966
793,1055747.6400107841
794,488539.1401211916
795,386133.9091718341
796,826426.0175178375
797,729840.0238547063
798,1185337.3548794915
799,2029872.7124162433
800,142799.45799994576
801,814867.2453209055
802,532123.8372111786
803,933347.1679291914
804,522794.7781190671
805,379172.8586648777
806,784086.5384410656
807,467307.0184935184
808,227249.68907586578
809,272887.76129583723
810,225763.53405250324
811,853669.5523800367
812,1731706.9298395093
813,812879.336233355
814,927100.0309270461
815,249223.00408448075
816,802494.4402018681
817,607702.6100486937
818,1198127.3332209701
819,392025.59092669626
820,888937.8801736842
821,540892.1663606389
822,504155.56079463975
823,939760.5484116432
824,524541.4083521251
825,1317203.0479394288
826,226800.27014861404
827,810832.1856333107
828,865790.2980709135
829,510281.61372887023
830,641217.4315612008
831,373674.03784759616
832,223652.3720203722
833,311885.9596584163
834,724960.9790314131
835,221200.87305799205
836,992272.8720057632
837,202308.4677930385
838,645767.3297448602
839,625960.3770725004
840,740132.0186819935
841,178879.03392767467
842,740922.2681114236
843,676287.1525501596
844,699358.2875173159
845,482687.66713256977
846,439252.7537420052
847,2818310.831535466
848,928954.5292412929
849,416345.99183346564
850,903609.249131806
851,518000.87637584
852,413902.2428347583
853,464854.0904712638
854,830051.267450336
855,403945.2807069818
856,320891.30516411574
857,258973.4883346215
858,174955.82932321206
859,162760.64411790486
860,346329.19604074536
861,1282494.8949738399
862,797716.9872708438
863,806540.6464224162
864,754288.2503393345
865,516584.9814537013
866,518436.8974082874
867,1162133.8077950836
868,1054164.4262425555
869,743691.7690862131
870,468583.2021175602
871,138570.10870029178
872,461217.93687900406
873,325895.3125279285
874,1026537.4329268535
875,594748.8353868693
876,418870.97239669145
877,321351.9218973611
878,1021306.9340645848
879,220535.35160819624
880,585920.5195627804
881,321460.2013001419
882,645271.2269368627
883,1238080.9095420295
884,918465.6371951136
885,1130145.1450815941
886,942023.0955885053
887,836496.0992224494
888,992471.3970869682
889,1032551.8625849778
890,845603.1033512285
891,471343.4237253528
892,586630.4296801499
893,218550.31745891928
894,800204.9057189277
895,733003.740257966
896,800204.9057189277
897,328893.529136421
898,742789.9504170151
899,1057944.4126047916
900,860762.4611533855
901,947872.3032774611
902,610447.792606666
903,395883.4268742007
904,1411247.6789851019
905,721270.7158238898
906,223573.68799876553
907,771664.0846870871
908,413816.8853025121
909,437596.31712772936
910,447256.52366024855
911,973021.9515680857
912,857103.1326676324
913,533778.1618215248
914,829433.854850835
915,231150.1288677285
916,587069.7691784439
917,398236.73817094485
918,624955.8198069441
919,727731.3729903424
920,395821.9427169836
921,457335.94206921
922,837787.0001866457
923,1113353.5793218655
924,1518466.0688482502
925,1273891.3032506842
926,558923.8090138425
927,615666.4512097177
928,1265567.9514858606
929,368460.20805560343
930,494103.2344404936
931,1070856.8580566968
932,349543.0410425269
933,700899.5837953218
934,483488.92787173396
935,997778.0892968875
936,1258043.4767491384
937,554127.5772529123
938,1141715.002070481
939,618386.7740394882
940,1249579.9629955457
941,464685.2187399669
942,441933.051857064
943,826187.2291691909
944,889961.6466800622
945,465917.18756601214
946,478686.2112599083
947,1063462.580447906
948,627680.4488500932
949,373092.4363400859
950,654952.7594649718
951,1005108.5565770969
952,405967.46167396166
953,777459.4990740971
954,600604.7613540128
955,1034852.9444084147
956,358868.8991499502
957,1568287.6011901668
958,391297.91212332644
959,224004.33848743216
960,1000445.7122592212
961,162760.64411790486
962,1506849.9495477288
963,371610.1926250791
964,664646.5158953664
965,180041.5579685108
966,1112958.0421521429
967,519237.07773335546
968,1208313.4366916728
969,1063079.1939451324
970,814554.1207687843
971,409267.92131749995
972,414502.0737071044
973,324576.9649571649
974,396196.24138278404
975,1052911.953736141
976,472342.39330011775
977,551025.0106784238
978,321709.3225766184
979,273821.116256775
980,829717.7258314927
981,1088047.4497805976
982,363358.3880579366
983,326105.72249029804
984,781742.9926531595
985,583536.0036316448
986,376630.97265028046
987,651091.1501720481
988,2260239.9915689197
989,935710.685130845
990,2322497.3384816516
991,1087308.35459646
992,347021.3278873579
993,915521.835418049
994,579968.5631650472
995,1207632.166851263
996,734677.037426906
997,467283.7936796288
998,1263724.8695007267
999,219124.3433489897
1000,644889.0378773798
1001,927673.2892337043
1002,491915.2586634809
1003,1514790.6328600124
1004,690230.2225271219
1005,1035988.3308773626
1006,195340.87505290203
1007,472871.1314854616
1008,418467.6628543803
1009,962762.479727678
1010,1031139.5018679873
1011,632924.5041488915
1012,546151.8332058269
1013,690533.8717193685
1014,605209.3159611727
1015,363195.0620951041
1016,511201.7872581293
1017,242266.17032394535
1018,475137.6403638498
1019,210515.35841838075
1020,264641.89701848925
1021,754660.6950046733
1022,719640.5818175543
1023,226368.7242627247
1024,135715.43092321817
1025,760218.0633473629
1026,493115.72962141345
1027,291437.8895160572
1028,982105.2895474833
1029,654264.6243629245
1030,354398.80941548216
1031,842656.6939834605
1032,230545.32081364948
1033,467520.9486873934
1034,1779127.856474038
1035,769945.240573605
1036,569910.6627255268
1037,262433.2461606621
1038,1008206.6780101085
1039,286506.9336434887
1040,792489.3858046418
1041,409162.287877611
1042,380763.59349133424
1043,161880.54490568716
1044,994280.3643553132
1045,366336.4017238297
1046,1208627.8854262277
1047,604002.6399820118
1048,1142281.52336763
1049,469696.9051164408
1050,776188.9478194239
1051,636127.5480727761
1052,315405.10450840095
1053,428704.75052372325
1054,594653.1494461461
1055,529341.5195631421
1056,684742.5049926866
1057,665059.5783835652
1058,397028.3298957478
1059,531696.7848749442
1060,350842.3324555462
1061,611353.9647602875
1062,1597460.8935544754
1063,703192.9561287216
1064,539616.6109992461
1065,791080.8781760396
1066,1133974.1776972425
1067,2228732.5484131905
1068,735458.6015628651
1069,1003354.6123502766
1070,525661.1731143052
1071,569271.9120797869
1072,2890891.574088424
1073,431623.1725296291
1074,357733.998645943
1075,212765.5183256009
1076,990817.3268603731
1077,208272.21503668834
1078,931615.5309699614
1079,823217.879597602
1080,408186.5768258081
1081,387808.5180815151
1082,525610.2359063869
1083,269165.2961792554
1084,224364.2103899208
1085,240141.721317651
1086,141433.64651775264
1087,312755.39581758075
1088,577685.1222609306
1089,852231.1193133
1090,527284.0351972039
1091,388541.5943929501
1092,446431.3852652881
1093,714074.4934976563
1094,456848.83597286575
1095,1127055.3967767595
1096,496301.9377836329
1097,1002096.7961847788
1098,757487.7368420041
1099,356218.1731930953
1100,1496999.9848910111
1101,322810.7219683073
1102,519442.80363961554
1103,855002.7934455158
1104,402723.79302260664
1105,718326.3692656946
1106,667440.4467077783
1107,894357.6563064846
1108,1075639.304807217
1109,1887802.526809013
1110,833069.8613877412
1111,523166.68753950903
1112,597855.7902386747
1113,172782.69222721964
1114,254158.2271492079
1115,206402.85656996482
1116,742373.8230637942
1117,477363.5918709811
1118,949744.3760902464
1119,557397.6409915383
1120,165203.08193806297
1121,347816.7001877662
1122,710851.1454696949
1123,491915.2586634809
1124,347223.3704781491
1125,3159079.803031434
1126,300291.85949941224
1127,701314.6612237777
1128,249266.09973165664
1129,767039.5399134421
1130,1136272.8659103173
1131,681920.3495363516
1132,283848.2739452528
1133,865277.1612254629
1134,569901.270427512
1135,298503.62823587295
1136,614282.3732105735
1137,202482.44003488694
1138,362076.5175355368
1139,2139803.2839384573
1140,180041.5579685108
1141,382948.2078589124
1142,1185841.9051522166
1143,744693.3936367936
1144,684744.5842277742
1145,157313.31007607476
1146,460176.22710171563
1147,476119.2832620647
1148,930771.1902540297
1149,519305.9027128775
1150,149853.56484348376
1151,199266.04563677925
1152,550946.0186972395
1153,1001563.3490872601
1154,910226.4221521681
1155,340178.34133654536
1156,558904.694064022
1157,762358.299945783
1158,461199.3071354354
1159,441392.14423850016
1160,577959.7750473926
1161,429501.62415751873
1162,541636.8228504793
1163,946461.6632742238
1164,707982.1735985168
1165,355705.8280300105
1166,686143.1031329834
1167,251949.0767205344
1168,1052834.3885572748
1169,1269215.8889541617
1170,1149832.415096624
1171,597872.2199674493
1172,672925.7840286673
1173,497844.9450286612
1174,499622.1460297435
1175,1714181.5783577443
1176,358727.35831251636
1177,762071.747161366
1178,417457.05896294833
1179,1205957.7396170697
1180,1834521.7037987767
1181,989042.3905314461
1182,253467.1478860071
1183,290697.7161495994
1184,231150.1288677285
1185,460202.31034632894
1186,1066737.541880188
1187,370031.3247183419
1188,300929.7363870754
1189,404952.4915473422
1190,411711.98550481326
1191,479583.58579957375
1192,694108.26109359
1193,955585.951607078
1194,197155.70339256737
1195,402942.1505286737
1196,548536.3465337013
1197,255740.55605798622
1198,932961.0634313832
1199,698165.1093587071
1200,242002.85447600938
1201,521211.90792360116
1202,325712.9496114383
1203,2055757.9099301675
1204,376991.07459677244
1205,507145.68244363467
1206,1027357.116509827
1207,460082.7685120326
1208,382812.84996378067
1209,725718.9713625899
1210,371064.511607476
1211,418867.27804706915
1212,558218.5861011139
1213,1104372.749633822
1214,212802.99386998953
1215,476008.3383658641
1216,402769.6267766063
1217,468576.48081839096
1218,982874.950392003
1219,517171.5410853907
1220,1753502.2747354168
1221,624185.268953264
1222,383062.6022180728
1223,521002.4368397326
1224,262475.019465068
1225,1275660.192019946
1226,696086.5469048677
1227,1339174.5127863893
1228,450086.6809539903
1229,440739.39073161257
1230,685441.2418304649
1231,1047344.6964585296
1232,1072235.0864571657
1233,715607.2895991285
1234,820785.4022579208
1235,544249.1888083045
1236,805135.6138615179
1237,2509445.230371664
1238,367310.59433223004
1239,240795.88239576286
1240,511128.4274002428
1241,515100.8834306863
1242,868417.9889868391
1243,495859.3583070739
1244,177988.0735995637
1245,229447.33781697898
1246,335469.96194949234
1247,900177.7018408655
1248,255659.38258259877
1249,1102197.3812810904
1250,415753.0675922979
1251,343394.0306313601
1252,647954.1414206275
1253,415192.7804610484
1254,1810666.8755326169
1255,246196.36407977482
1256,622258.5677881492
1257,367787.8482775914
1258,593771.8245760977
1259,228787.9539292442
1260,679675.5225668672
1261,1601123.1391359307
1262,689100.2052331325
1263,1058047.7925071241
1264,177727.90143978855
1265,373279.18190448085
1266,434244.28977331985
1267,690425.9805308812
1268,484443.3035547396
1269,483409.972915688
1270,165109.95167902097
1271,723576.5883325936
1272,786701.5633088284
1273,1137029.6366628509
1274,336841.243571976
1275,1080585.2554161763
1276,613059.0985818986
1277,715735.7570086108
1278,415217.60969419713
1279,586844.2027032815
1280,1019327.2116009556
1281,738502.8541866894
1282,398489.93401133956
1283,658440.7862331752
1284,632426.9159155762
1285,259096.84850019362
1286,1171728.4771243434
1287,387946.1893066178
1288,1011295.606112845
1289,472092.105989187
1290,1538842.4616045528
1291,594706.6138087483
1292,377548.4905104768
1293,148319.6590545585
1294,509941.7829866346
1295,1091931.8204551134
1296,402528.16263138567
1297,1686314.008682891
1298,352164.9128555164
1299,947365.0808568546
1300,212312.68532513987
1301,879810.109138868
1302,651943.6511513649
1303,410614.31732960214
1304,393077.42994217394
1305,999492.2870796755
1306,476492.46308819397
1307,899346.2241304367
1308,384946.91121122055
1309,297239.4284241158
1310,237139.74535049874
1311,1714005.9386712483
1312,1292763.58991588
1313,656245.5692554902
1314,897876.9505133756
1315,1091018.827882818
1316,448970.9561408785
1317,361915.30406228994
1318,441384.76043308876
1319,588632.6343958608
1320,844404.4815267293
1321,1051119.8213199824
1322,732086.3584249837
1323,631946.2088227165
1324,511790.7278509408
1325,462911.7497817699
1326,280653.3200448993
1327,1514569.6939871132
1328,473707.8249928071
1329,276065.0610543662
1330,641401.8833428596
1331,1480380.2003727166
1332,526167.7709795323
1333,454149.96411928255
1334,306388.25483499817
1335,1091504.0404124262
1336,164461.17248551102
1337,212155.4817440671
1338,1102458.9585436408
1339,993374.7042774509
1340,679711.5047976167
1341,1603113.797875536
1342,250206.3736292527
1343,150350.4523150278
1344,461506.61208116607
1345,1127403.104075669
1346,709743.5279872745
1347,525786.8963251158
1348,922321.4784570138
1349,622115.8259871297
1350,346686.2847677943
1351,493495.3441225125
